NC0115H00016,Quezon Blvd (LZ)  -  K0003+(199) - K0003+639.70 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,North Manila District Engineering Office,NCR",RUBY-JADE CONSTRUCTION,"North Manila District Engineering Office,NCR",UPSR,11,6/9/2015,7/8/2015,,30,NULL,NULL
NC0115H00022,Local Infrastructure Program-Improvement of Road and Drainage  Brgy. 829 and vicinity  Pandacan  Manila City 6th LD GRAVEL TO PAVED,"DistrictWide,South Manila District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"South Manila District Engineering Office,NCR",RLIP,2,6/5/2015,9/2/2015,9/2/2015,100,NULL,NULL
NC0115H00039,Del Pan Street -  C0 to 221.0 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,North Manila District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"North Manila District Engineering Office,NCR",UPSR,9,3/12/2015,7/9/2015,7/7/2015,100,NULL,NULL
NC0115H00043,Local Infrastructure Program - Road Rehabilitation  Del Pilar St. and Vicinity Singalong  Manila 5th LD PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,South Manila District Engineering Office,NCR",R.E. ORLINA CONSTRUCTION CORPORATION,"South Manila District Engineering Office,NCR",RLIP,3,4/8/2015,7/6/2015,7/5/2015,100,NULL,NULL
NC0115H00048,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Road and Drainage Improvement  M. Roxas and Delpan Streets via Callejon Streets and vicinity  Sta. Ana  Manila City 6th LD PAVED (CONCRETE) TO PAVED (,"DistrictWide,South Manila District Engineering Office,NCR",MPJR BUILDERS COMPANY,"South Manila District Engineering Office,NCR",VILP,10,4/30/2015,11/26/2015,,92,NULL,NULL
NC0115H00050,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Road and Drainage Improvement  F. Calderon Street to Tejeron Street via Suter Street and vicinity  Sta. Ana  Manila City 6th LD PAVED (CONCRETE) TO PA,"DistrictWide,South Manila District Engineering Office,NCR",SPRING STAR CONSTRUCTION & SUPPLY,"South Manila District Engineering Office,NCR",VILP,12,5/29/2015,11/24/2015,,90,NULL,NULL
NC0115H00051,Local Infrastructure Program-Improvement of Road and Drainage  Zone 98 and vicinity  Sta. Ana  and Brgy. 866 and vicinity  Pandacan Manila City 6th LD GRAVEL TO PAVED,"DistrictWide,North Manila District Engineering Office,NCR",FRAMECON BUILDERS,"North Manila District Engineering Office,NCR",RLIP,3,5/7/2015,8/4/2015,9/2/2015,100,NULL,NULL
NC0115H00056,Radial Road (R-10) from Zaragoza St. to Moriones St.  Tondo  Manila  1st Legislative District  K0003+000 - K0003+720 PAVED (CONCRETE) TO PAVED (CONCRETE),"Manila District 2,North Manila District Engineering Office,NCR",C.T. LEONCIO CONSTRUCTION & TRADING,"Regional Office,NCR",UPSR,50,9/10/2015,2/20/2016,,5.35,NULL,NULL
NC0115H00069,National Road Lighting Program (NRLP) Package 8 (Civil Works)  Roxas Boulevard Completion  Roxas Boulevard East Service Road S03341LZ: CO to C479 with exceptions  S03251LZ: K0005+(-239) to K0003+300 with exceptions  S02896LZ: CO to C2453 with excepti,"DistrictWide,South Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"South Manila District Engineering Office,NCR",MVUC,46,9/4/2015,3/1/2016,,33,NULL,NULL
NC0115S00002,Local Infrastructure Program - Construction of School Building  Raja Soliman High School  Manila City 3rd LD   CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",RLIP,18,6/9/2015,11/5/2015,,85,NULL,NULL
NC0115S00003,Local Infrastructure Program - Construction of School Building  Raja Soliman High School  Manila 3rd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",RLIP,18,6/23/2015,11/19/2015,,5,NULL,NULL
NC0115T00005,Local Infrastructure Program - Completion/Improvement/Construction of Multi-Purpose Buildings: Sta. Mesa   Zone 59; Pandacan  Brgy. 849 Zone 93; Punta  Sta. Ana  Zone 100  and San Miguel  Brgy. 642  Zone 66   Manila City 6th LD CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"South Manila District Engineering Office,NCR",RLIP,1,9/4/2015,11/2/2015,,40,NULL,NULL
NC0115T00006,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure incluiding Local Projects - Construction of Multi-purpose Building at Zone 25-40  Manila City 3rd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",VILP,8,9/17/2015,2/13/2016,,15,NULL,NULL
NC0115T00014,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building  Zone 80  Brgy. 739  District V  Manila 5th LD CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"South Manila District Engineering Office,NCR",RLIP,664,4/30/2015,6/28/2015,6/15/2015,100,NULL,NULL
NC0115T00016,Local Infrastructure Program - Construction of Multi-Purpose Building  Brgy. 147 and Brgy. 42  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",KPGONZALES CONSTRUCTION SUPPLY AND TRADING,"South Manila District Engineering Office,NCR",RLIP,3,9/17/2015,2/13/2016,,39.2,NULL,NULL
NC0115T00017,Local Infrastructure Program - Repair/Rehabilitation of Multi-Purpose Building  Brgy. 159  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",MRJR CONSTRUCTION & TRADING,"South Manila District Engineering Office,NCR",RLIP,1,7/7/2015,11/3/2015,9/30/2015,100,NULL,NULL
NC0115T00026,Local Infrastructure Program - Construction of Multi-Purpose Buildings (Covered Court)  Barangay 104  Zone 8 Lallana/J.P. Rizal St. Tondo  Manila City 1st LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR","BLACKRAM BUILDERS, INC.","North Manila District Engineering Office,NCR",RLIP,980,7/3/2015,8/31/2015,8/31/2015,100,NULL,NULL
NC0115T00033,Local Infrastructure Program - Construction of Multi Purpose Building  Brgy. 320  Zone 32  Sta Cruz  Manila CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR","BLACKRAM BUILDERS, INC.","North Manila District Engineering Office,NCR",RLIP,970,9/9/2015,11/7/2015,,93.27,NULL,NULL
NC0115T00035,Local Infrastructure Program - Rehabilitation of Multi-Purose Building  CGAG  DOTC Hanger  Domestic Road  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR","TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)","South Manila District Engineering Office,NCR",RLIP,1,5/29/2015,9/25/2015,8/17/2015,100,NULL,NULL
NC0115T00036,Const/Repair/Rehab/Impvt of Various Infrastructure including Local Projects -  Construction of Multi-purpose Building  Barangay 873 Zone 96  Sta. Ana  Brgy. 894 and 896 Zone 99  Punta and Beata Elementary School  Pandacan  Manila City 6th LD CONSTRUC,"DistrictWide,North Manila District Engineering Office,NCR",LE BRON CONSTRUCTION,"North Manila District Engineering Office,NCR",VILP,4,9/9/2015,3/6/2016,,15,NULL,NULL
NC0115T00041,Local Infrastructure Program - Construction of Multi-Purpose Building  Centex Elementary School  Manila City 2nd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",M.V. CALDO ENGINEERING CONSTRUCTION AND SUPPLIES,"North Manila District Engineering Office,NCR",RLIP,4,5/7/2015,9/3/2015,,95,NULL,NULL
NC0115T00047,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects -Rehabilitation of Multi-purpose Building Brgy. 589 and 592 Zone 58  Brgy. 597 Zone 50  Brgy. 632 Zone 64  Sta. Mesa  Manila City 6th LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",ERCOBAL CONSTRUCTION CORP.,"North Manila District Engineering Office,NCR",VILP,5,6/9/2015,10/6/2015,,80,NULL,NULL
NC0115T00048,Local Infrastructure Program - Construction of Multi-Purpose Building  Brgy. 2  Pasay City Lone District CONSTRUCTION,"Pasay City,South Manila District Engineering Office,NCR",KPGONZALES CONSTRUCTION SUPPLY AND TRADING,"South Manila District Engineering Office,NCR",RLIP,1,9/17/2015,11/15/2015,,88,NULL,NULL
NC0115T00049,Local Infrastructure Program - Construction of Multi-Purpose Building  Pasay City Cemetery Lone District CONSTRUCTION,"Pasay City,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",RLIP,3,4/30/2015,9/24/2015,9/24/2015,100,NULL,NULL
NC0115T00056,Local Infrastructure Program - Construction of Multi-Purpose Building  Barangay 149  Barangay 150  Zone 13 (Marco) Manila City 2nd LD CONSTRUCTION,"Manila District 2,North Manila District Engineering Office,NCR",HOUSEROCK BUILDERS & TRADING,"North Manila District Engineering Office,NCR",RLIP,6,3/27/2015,10/25/2015,10/25/2015,100,NULL,NULL
NC0210H00013,Opening/Concreting of Taguig Diversion Road  Taguig CONCRETE REBLOCKING RIGHT LANE,"Taguig City,Metro Manila 1st District Engineering Office,NCR",SPRING STAR CONSTRUCTION & SUPPLY,"Metro Manila 1st District Engineering Office,NCR",DPWH,43,3/25/2010,4/5/2012,,57,NULL,NULL
NC0210H00309,Construction of C-5 Extension Project (SLEX/West Service Road to Multinational Avenue)  Cities of Pasay and Para?aque GRAVEL TO PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR","NEWINGTON BUILDERS, INC.(FOR: E. GARDIOLA CONSTRUC","Regional Office,NCR",DPWH,116,12/27/2011,9/6/2012,,60.201,NULL,NULL
NC0212H00015,Construction/Improvement of Mindanao Avenue Extension  Segment 2C (Phases I & II)  Caloocan and Valenzuela Cities including Right-of-Way Acquisition PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",HSO CONSTRUCTION CORPORATION (FOREMERLY : HENRY S.,"Regional Office,NCR",DPWH,66,8/2/2012,4/2/2015,,73.75,NULL,NULL
NC0213H00442,Rehabilitation?reconstruction/Stregthening of Bridge. Sucat Interchange East and West Bound along MSDR East Service Road  Brgy Sucat  Muntinlupa City RETROFITTING/REHABILITATION/STRENGTHENING,"Muntinlupa City,Las Pi?as-Muntinlupa District Engineering Office,NCR","L.R. TIQUI BUILDERS, INC.","Las Pi?as-Muntinlupa District Engineering Office,NCR",SAVE,16,4/10/2014,12/28/2014,,78,NULL,NULL
NC0213S00219,Isaac Lopez Integrated School  City of Mandaluyong CONSTRUCTION,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR",VIRAC NRC CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",BEF 3RD,8,8/6/2014,1/10/2015,1/10/2015,100,NULL,NULL
NC0214F00055,Construction/Rehabilitation of Flood Control in Para?aque City 1st LD - Upgrading / Box Culvert along Villanueva Creek  Schillings Lane (Villanueva Village)  Brgy. San Dionisio CONSTRUCTION,"Para?aque City I,Metro Manila 2nd District Engineering Office,NCR",N.C. AGUILAR CONST. & SUPPLY INC.,"Metro Manila 2nd District Engineering Office,NCR",FMSD,6,9/8/2014,4/14/2015,4/14/2015,100,NULL,NULL
NC0214F00102,Flood Control Projects based on Flood Management Master Plan for Metro Manila and Sorrounding Areas - Improvement/Clearing and Desilting including ROW of Las Pi?as River  Quirino Avenue towards Manila Bay  Zapote  Las Pi?as City CONSTRUCTION,"Las Pi?as City,Las Pi?as-Muntinlupa District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,43,6/9/2014,10/31/2015,,80,NULL,NULL
NC0214F00136,Construction of box culvert and rehabilitation of Pendatum Creek  Barangay Maharlika  Taguig City CONSTRUCTION,"Taguig City,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,17,9/3/2014,3/29/2015,3/29/2015,100,NULL,NULL
NC0214F00137,Construction of box culvert and rehabilitation of Rogan Creek  Brgy. Maharlika  Taguig City CONSTRUCTION,"Taguig City,Metro Manila 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,17,9/3/2014,3/1/2015,,11,NULL,NULL
NC0214F00141,Valenzuela-Obando-Meycauayan Flood Control Project  Valenzuela - Improvement of earthdike along the left bank of Polo River  Valenzuela City OTHERS,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",E.R. RODRIGUEZ CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,50,9/7/2014,6/25/2015,6/25/2015,100,NULL,NULL
NC0214F00151,Improvement/Rehabilitation of Slope Proteection of Naga Creek  Las Pi?as City REHABILITATION,"Las Pi?as City,Las Pi?as-Muntinlupa District Engineering Office,NCR",LMG CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,5,11/6/2014,3/4/2015,3/4/2015,100,NULL,NULL
NC0214F00164,Construction of Slope protection Zapote River (Basas Compound)  Brgy Zapote REHABILITATION,"Las Pi?as City,Las Pi?as-Muntinlupa District Engineering Office,NCR",REDCAR TRADING & CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,2,12/19/2014,3/18/2015,3/18/2015,100,NULL,NULL
NC0214F00167,Improvement/Upgrading of drainage System  along Daang Maharlika Road in front of Makati Foundry  Madaong Creek  Brgy. Tunasan REHABILITATION,"Muntinlupa City,Las Pi?as-Muntinlupa District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",FMSD,1,12/28/2014,2/10/2015,2/10/2015,100,NULL,NULL
NC0214H00020,Gen San Miguel St - K0011  +  (-662)      -      K0011  +  028 PAVED (CONCRETE) TO PAVED (CONCRETE),"Caloocan City II,Metro Manila 3rd District Engineering Office,NCR","NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J","Metro Manila 3rd District Engineering Office,NCR",UPSR,21,2/3/2014,6/30/2015,6/25/2015,100,NULL,NULL
NC0214H00212,Construction/Improvement/Widening/Rehabilitation of NAIA Expressway and Other Major Roads in Metro Manila  Including ROW > Improvement/Rehabilitation of San Juan-Santolan Road (Paltok Section) including Right-of-Way  San Juan City WIDENING - PAVED,"San Juan,Metro Manila 1st District Engineering Office,NCR",6RM CONSTRUCTION AND DEVT. CORP. (FORMERLY R.R. MA,"Metro Manila 1st District Engineering Office,NCR",WANR,1,11/19/2014,8/20/2015,8/20/2015,100,NULL,NULL
NC0214H00215,Repair / Rehabilitation / Improvement  Rizal Avenue Ext  Northbound S02058LZ  K0007+722 to K0008+188 with exceptions WIDENING - PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Metro Manila 3rd District Engineering Office,NCR",MVUC,5,12/11/2014,6/8/2015,6/5/2015,100,NULL,NULL
NC0214H00225,Repair/Rehabilitation/Improvement of Sidewalk  Curb and Gutter along West Service Road from Merville to Sucat Interchange  Para?aque City OTHER IMPVT WORKS(SLOPE PROTECTION  DRAINAGE  SIDEWALKS),"Para?aque City II,Metro Manila 2nd District Engineering Office,NCR",FRAMECON BUILDERS,"Metro Manila 2nd District Engineering Office,NCR",CNCW,8,12/18/2014,7/15/2015,7/15/2015,100,NULL,NULL
NC0214H00257,Construction/Improvement of Mindanao Avenue Extension  Segment 2-C (Phase I and II)  Construction of Drainage Outfall No. 2  Cities of Valenzuela and Caloocan RAISING OF GRADE,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR","TOKWING CONSTRUCTION, CORP.(FOR;  TOKWING CONSTRUC","Regional Office,NCR",WANR,2,1/23/2014,8/16/2015,,61.92,NULL,NULL
NC0214S00011,Local Infrastructure Program - Construction/Completion of 3-storey  9 Classrooms - Bayanan Elementary School Main  Bgy. Bayanan  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",GREENWALL CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,10,7/18/2014,2/1/2015,2/1/2015,100,NULL,NULL
NC0214T00052,Local Infrastructure Program - Construction/ Completion of Southville 3 Multi-Purpose Building - Barangay Poblacion  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Pi?as-Muntinlupa District Engineering Office,NCR",LMG CONSTRUCTION,"Las Pi?as-Muntinlupa District Engineering Office,NCR",RLIP,7,9/15/2014,2/10/2015,2/10/2015,100,NULL,NULL
NC0215F00002,Rehabilitation/Improvement of Drainage System at P. Guevarra Street and Vicinity  K0009+(-833) - K0009+(-370)  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,13,3/11/2015,10/5/2015,,75,NULL,NULL
NC0215F00008,Rehabilitation/Improvement of Drainage System at P. Guevarra Street and Vicinity  K0009+(-370) - K0009+206  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,17,3/11/2015,9/29/2015,,70,NULL,NULL
NC0215F00025,Desilting/Improvement of Maytunas Creek  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",EL KAPITAN CONSTRUCTION SERVICES,"Metro Manila 1st District Engineering Office,NCR",FMSD,4,5/14/2015,7/11/2015,7/10/2015,100,NULL,NULL
NC0215F00029,Excavation/Desilting of Nangka River from Marikina River to Libya Extension  Brgy. Nangka  Marikina City 2nd LD DREDGING/DESILTING,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","L.R. TIQUI BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",DDCD,43,7/27/2015,1/23/2016,,44,NULL,NULL
NC0215F00031,Construction of Drainage System along Champaca St.  Brgy. Fortune  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,22,5/14/2015,11/12/2015,,47,NULL,NULL
NC0215F00032,KAMANAVA  Malabon City Section  Dredging/Improvement of Muzon River  Malabon City Lone District CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",ORANI BUILDERS & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",FMSD,34,5/25/2015,12/24/2015,,90,NULL,NULL
NC0215F00033,Proposed Bank Improvement along Malabon-Tullahan River  Brgy. Maysilo  Malabon City CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",C.T. LEONCIO CONSTRUCTION & TRADING,"Malabon-Navotas District Engineering Office,NCR",FMSD,43,7/2/2015,2/1/2016,,28,NULL,NULL
